Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
8938,0,MINI,Cooper,Coupe,Yes,Petrol,1.6,12800,4.0,Tiptronic,Front,Left wheel,Red,4,21
10349,0,TOYOTA,Ist,Hatchback,No,Petrol,1.3,135000,4.0,Automatic,Front,Right-hand drive,White,0,20
20698,642,TOYOTA,Prius,Hatchback,Yes,Hybrid,2.0,181600,4.0,Variator,Front,Left wheel,Blue,8,13
392,1091,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,125675,4.0,Automatic,4x4,Left wheel,Red,12,9
7213,1018,MERCEDES-BENZ,R 350,Jeep,Yes,Diesel,3.0,174101,6.0,Automatic,4x4,Left wheel,Black,12,14
20005,642,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,163000,4.0,Automatic,Front,Left wheel,Grey,4,13
21326,891,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,112161,4.0,Automatic,Front,Left wheel,White,4,9
627,642,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,188603,4.0,Automatic,Front,Left wheel,Grey,12,13
2901,1211,BMW,135,Coupe,Yes,Petrol,3.0,108826,6.0,Automatic,Rear,Left wheel,Red,12,15
32929,880,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,54865,4.0,Automatic,Front,Left wheel,Grey,4,7
17942,707,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,122918,4.0,Automatic,Front,Left wheel,Silver,4,14
10663,0,MITSUBISHI,Outlander,Jeep,No,Petrol,2.4,156000,4.0,Tiptronic,4x4,Left wheel,Silver,4,22
7056,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,52020,4.0,Automatic,Front,Left wheel,White,4,16
1646,1053,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,0,6.0,Automatic,4x4,Left wheel,Silver,12,11
5802,1327,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,54786,4.0,Automatic,Front,Left wheel,Black,0,7
4077,640,FORD,Fusion,Sedan,Yes,Hybrid,2.0,320554,4.0,Automatic,Front,Left wheel,White,0,12
5018,431,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.0,71218,4.0,Automatic,Front,Left wheel,Black,0,9
18503,781,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.5,68000,4.0,Automatic,Front,Left wheel,Silver,5,13
7806,687,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,81709,4.0,Automatic,Front,Left wheel,White,4,15
12231,0,MERCEDES-BENZ,E 240,Sedan,Yes,CNG,2.6,189000,6.0,Tiptronic,Rear,Left wheel,Silver,8,23
14269,1399,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,186005,6.0,Automatic,4x4,Left wheel,Silver,0,15
18440,911,KIA,Cadenza,Sedan,Yes,Petrol,2.7,110823,6.0,Automatic,Front,Left wheel,Black,4,14
23521,0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,145600,6.0,Automatic,Front,Left wheel,Silver,4,13
10036,1411,OPEL,Zafira,Minivan,No,Diesel,1.9,188570,4.0,Automatic,Front,Left wheel,Silver,6,19
2038,1172,MERCEDES-BENZ,ML 350,Jeep,Yes,Petrol,3.5,186542,6.0,Automatic,4x4,Left wheel,White,12,14
11604,0,TOYOTA,Aqua,Sedan,No,Hybrid,1.5,174000,4.0,Automatic,Front,Right-hand drive,Silver,4,13
17249,810,TOYOTA,Corolla S,Sedan,Yes,Petrol,1.8,128788,4.0,Automatic,Front,Left wheel,Black,8,9
15681,0,HYUNDAI,Tucson,Jeep,No,Petrol,2.0,194286,2.0,Manual,4x4,Left wheel,Grey,0,17
28852,259,CHEVROLET,Volt,Hatchback,Yes,Plug-in Hybrid,1.4,35000,4.0,Automatic,Front,Left wheel,Brown,10,11
14113,0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,0,4.0,Automatic,Front,Left wheel,Black,12,15
18817,639,MITSUBISHI,Outlander,Jeep,Yes,Petrol,2.0,136000,4.0,Tiptronic,Front,Left wheel,White,12,11
706,645,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,116869,4.0,Automatic,Front,Left wheel,Black,0,14
5645,0,MAZDA,Demio,Sedan,No,Petrol,1.3,293940,4.0,Manual,Front,Right-hand drive,Blue,2,20
1019,1017,AUDI,A4,Sedan,Yes,Petrol,2.0,110051,4.0,Automatic,4x4,Left wheel,Grey,0,8
4234,0,OPEL,Vectra,Sedan,No,Petrol,2.0,0,4.0,Manual,Front,Left wheel,Blue,2,28
16500,0,VOLKSWAGEN,Jetta GLI,Sedan,No,Petrol,2.0,139555,4.0,Manual,Front,Left wheel,Black,8,13
13485,584,FORD,Transit Connect,Goods wagon,No,Diesel,1.8,176000,4.0,Manual,Front,Left wheel,White,6,11
2979,780,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,78771,4.0,Automatic,Front,Left wheel,Grey,12,6
16289,629,HYUNDAI,Accent,Sedan,Yes,Diesel,1.6,112360,4.0,Automatic,Front,Left wheel,Silver,4,10
12544,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,260000,4.0,Automatic,Front,Left wheel,Red,12,15
60,0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,178000,4.0,Automatic,Front,Left wheel,White,6,14
8781,531,NISSAN,Juke,Jeep,Yes,Petrol,1.6,167405,4.0,Automatic,4x4,Left wheel,Black,0,13
627,475,CHEVROLET,Volt,Jeep,Yes,Hybrid,1.4,188419,4.0,Automatic,Front,Left wheel,Red,0,13
23239,642,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,155255,4.0,Automatic,Front,Left wheel,Orange,4,13
12544,0,FORD,Fiesta,Hatchback,No,Petrol,1.6,153600,4.0,Automatic,Front,Left wheel,Carnelian red,6,15
15624,528,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,164649,4.0,Automatic,Front,Left wheel,Grey,4,11
1568,639,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,82392,4.0,Automatic,Front,Left wheel,Silver,12,11
7392,0,NISSAN,Note,Hatchback,No,Petrol,1.5,117000,4.0,Variator,Front,Right-hand drive,White,4,20
15053,779,MAZDA,CX-5,Jeep,No,Petrol,2.5,91000,4.0,Tiptronic,4x4,Left wheel,Silver,10,12
784,528,NISSAN,Juke,Jeep,Yes,Petrol,1.6,158280,4.0,Automatic,Front,Left wheel,White,0,11
8947,640,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,52857,4.0,Automatic,Front,Left wheel,Black,4,12
20698,640,AUDI,Q5,Jeep,Yes,Hybrid,2.0,261160,4.0,Automatic,4x4,Left wheel,Black,0,12
15053,0,SUZUKI,Kizashi,Sedan,No,Petrol,2.4,92000,4.0,Manual,Front,Left wheel,White,6,15
31988,0,MERCEDES-BENZ,ML 350,Jeep,Yes,Petrol,3.5,124000,12.0,Tiptronic,4x4,Left wheel,Black,12,15
19444,765,SUBARU,XV,Jeep,Yes,Petrol,2.0,250005,4.0,Automatic,4x4,Left wheel,Black,0,10
17562,0,MERCEDES-BENZ,C 220,Sedan,No,Diesel,2.2,300000,4.0,Automatic,Rear,Left wheel,Black,12,19
220,1053,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,95987,6.0,Automatic,4x4,Left wheel,Black,12,11
24283,640,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.0,106048,4.0,Automatic,Front,Left wheel,Black,4,12
188,862,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,201578,4.0,Automatic,Front,Left wheel,Grey,12,14
28852,0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,215000,6.0,Tiptronic,4x4,Left wheel,White,12,17
21805,707,HYUNDAI,H1,Microbus,Yes,Diesel,2.0,55622,4.0,Automatic,Front,Left wheel,Silver,4,14
11290,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,363661,4.0,Automatic,Front,Left wheel,Silver,4,9
16766,1185,HYUNDAI,H1,Universal,Yes,Diesel,2.5,162332,4.0,Automatic,Front,Left wheel,Yellow,4,16
19444,308,TOYOTA,Prius,Sedan,No,Hybrid,1.8,125000,4.0,Automatic,Front,Left wheel,White,10,11
1176,779,FORD,Escape,Jeep,Yes,Petrol,2.5,241638,4.0,Automatic,Front,Left wheel,Silver,12,12
15681,1528,FORD,Transit,Microbus,No,Diesel,2.4,168000,4.0,Manual,Rear,Left wheel,White,2,18
11917,530,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,31691,4.0,Automatic,Front,Left wheel,White,4,12
26657,0,TOYOTA,Land Cruiser Prado,Jeep,No,Diesel,3.0,27000,4.0,Manual,4x4,Left wheel,Silver,4,23
8154,0,MERCEDES-BENZ,A 140,Hatchback,No,Petrol,1.4,167000,4.0,Automatic,Front,Left wheel,Sky blue,4,21
2195,0,RENAULT,Laguna,Hatchback,Yes,Petrol,2.9,25000,6.0,Tiptronic,Front,Left wheel,Silver,6,23
3450,1172,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,253174,6.0,Automatic,4x4,Left wheel,Silver,12,14
30931,880,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,35798,4.0,Automatic,Front,Left wheel,White,4,7
36401,880,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,71551,4.0,Automatic,Front,Left wheel,Grey,4,7
44166,971,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.2,115193,4.0,Automatic,Front,Left wheel,White,4,9
314,1053,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,149486,6.0,Automatic,4x4,Left wheel,Silver,12,11
15681,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,128000,4.0,Automatic,Front,Left wheel,White,4,15
47042,891,BMW,328,Sedan,Yes,Petrol,2.0,32000,4.0,Tiptronic,Rear,Left wheel,White,8,9
19416,530,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,186234,4.0,Automatic,Front,Left wheel,Silver,4,12
10349,1266,HONDA,FIT,Hatchback,No,Hybrid,1.5,130000,3.0,Automatic,Front,Right-hand drive,Silver,2,11
23207,0,LEXUS,HS 250h,Sedan,Yes,Petrol,2.5,79000,4.0,Automatic,Front,Left wheel,Grey,8,15
627,586,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,192683,4.0,Automatic,Front,Left wheel,White,0,13
4077,0,DAIHATSU,YRV,Universal,No,Petrol,1.3,120000,4.0,Manual,Front,Left wheel,White,2,23
200,0,MERCEDES-BENZ,E 200,Sedan,No,CNG,2.0,11111,4.0,Manual,Rear,Left wheel,Beige,0,14
2430,1091,NISSAN,Altima,Sedan,Yes,Petrol,2.5,142469,4.0,Automatic,Front,Left wheel,Grey,12,9
6115,0,MITSUBISHI,Colt,Hatchback,No,Petrol,1.3,0,4.0,Automatic,Front,Right-hand drive,Blue,2,22
25591,528,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,120000,4.0,Automatic,Front,Left wheel,Silver,4,11
6272,0,SUBARU,Forester,Jeep,No,CNG,2.0,200000,4.0,Automatic,4x4,Right-hand drive,White,4,25
16850,781,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,168436,4.0,Tiptronic,Front,Left wheel,Black,12,13
20071,1018,MITSUBISHI,Outlander,Jeep,Yes,Petrol,3.0,123000,6.0,Automatic,4x4,Left wheel,Silver,8,14
8311,1273,KIA,Sportage,Sedan,Yes,Petrol,2.4,17466,4.0,Automatic,Front,Left wheel,Black,12,5
28225,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,100000,4.0,Tiptronic,Front,Left wheel,White,12,12
15681,0,KIA,Optima,Sedan,Yes,Petrol,2.4,102000,4.0,Automatic,Front,Left wheel,Grey,10,13
14113,0,MERCEDES-BENZ,C 230,Sedan,Yes,Petrol,2.5,180833,6.0,Tiptronic,Rear,Left wheel,Black,8,19
3293,1051,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,189104,4.0,Automatic,Front,Left wheel,Silver,12,9
6500,0,OPEL,Combo 2001,Goods wagon,No,Diesel,1.7,236424,4.0,Manual,Front,Left wheel,White,2,24
15367,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,50366,4.0,Automatic,Front,Left wheel,White,4,10
314,1172,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,132630,6.0,Automatic,Rear,Left wheel,Silver,12,14
41886,1091,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,104697,4.0,Automatic,Front,Left wheel,Silver,4,9
1568,1493,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,77205,6.0,Automatic,Rear,Left wheel,Grey,12,9
3293,1017,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,137997,4.0,Automatic,Front,Left wheel,Blue,12,8
23734,1172,FORD,Taurus,Sedan,Yes,Petrol,3.5,75010,4.0,Automatic,Front,Left wheel,Silver,4,14
12676,836,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,229757,4.0,Automatic,Front,Left wheel,White,4,15
17249,777,FORD,Fusion,Sedan,No,Petrol,2.5,92525,4.0,Automatic,Front,Left wheel,Silver,12,11
23436,765,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,72645,4.0,Automatic,Front,Left wheel,Silver,4,10
24775,0,FORD,Fusion phev,Sedan,No,Plug-in Hybrid,2.0,177600,4.0,Automatic,Front,Left wheel,Black,8,12
9095,988,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,175000,4.0,Variator,Front,Left wheel,Red,8,18
21012,781,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,101000,4.0,Tiptronic,Front,Left wheel,Black,12,13
17876,919,FORD,Escape,Jeep,Yes,Petrol,3.0,135000,4.0,Automatic,4x4,Left wheel,White,6,13
23521,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,74000,4.0,Automatic,Front,Left wheel,Red,8,11
7840,0,NISSAN,Note,Sedan,No,Petrol,1.5,161468,4.0,Variator,Front,Right-hand drive,Golden,0,17
4861,1058,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,128202,6.0,Automatic,Rear,Left wheel,Black,12,13
42651,0,HYUNDAI,Santa FE,Jeep,Yes,Petrol,2.4,88000,4.0,Tiptronic,4x4,Left wheel,Grey,4,12
12858,934,SUBARU,Forester,Jeep,Yes,Petrol,2.5,93170,4.0,Automatic,4x4,Left wheel,Red,0,10
14269,1324,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,300366,6.0,Automatic,4x4,Left wheel,Blue,12,15
14426,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,131400,4.0,Automatic,Front,Left wheel,Blue,12,12
19130,0,FIAT,500 Abarth,Coupe,No,Petrol,1.4,98000,4.0,Manual,Front,Left wheel,Black,6,12
16935,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,148000,4.0,Automatic,Front,Left wheel,Grey,12,16
20698,697,TOYOTA,Auris,Hatchback,No,Petrol,1.8,78000,4.0,Manual,Front,Left wheel,Silver,10,10
18500,836,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,142427,4.0,Automatic,Front,Left wheel,Silver,4,15
862,583,FORD,Fiesta,Hatchback,Yes,Petrol,1.6,175198,4.0,Automatic,Front,Left wheel,Green,12,14
4000,0,OPEL,Astra,Hatchback,No,Petrol,1.6,20400,4.0,Manual,Front,Left wheel,Black,2,27
470,697,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,117006,4.0,Automatic,Front,Left wheel,White,12,10
18189,0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,121918,4.0,Tiptronic,Front,Left wheel,Grey,2,13
784,271,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,0,4.0,Automatic,Front,Left wheel,White,12,11
549,1091,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,117453,4.0,Automatic,Front,Left wheel,Silver,12,9
15053,627,CHEVROLET,Malibu,Sedan,Yes,Diesel,2.0,38714,4.0,Automatic,Front,Left wheel,Brown,4,11
549,891,MERCEDES-BENZ,CLA 250,Sedan,Yes,Petrol,2.0,50552,4.0,Automatic,Front,Left wheel,White,12,9
28300,0,BMW,320,Sedan,Yes,Petrol,2.0,150000,4.0,Tiptronic,Rear,Left wheel,Black,12,12
750,0,GAZ,24 10,Sedan,No,Petrol,2.4,86632,4.0,Manual,Rear,Left wheel,White,0,41
16935,0,MITSUBISHI,L 200,Pickup,No,Diesel,2.5,0,4.0,Manual,4x4,Left wheel,Blue,2,27
19416,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,79534,4.0,Automatic,Front,Left wheel,Grey,4,13
27284,639,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,51106,4.0,Automatic,Front,Left wheel,White,4,11
23129,730,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,87973,4.0,Automatic,Front,Left wheel,Grey,4,9
4704,0,PEUGEOT,206,Sedan,No,Petrol,1.4,130000,4.0,Manual,Front,Left wheel,Silver,0,16
188,308,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,187334,4.0,Automatic,Front,Left wheel,White,12,11
19130,707,AUDI,A4 premium plius,Sedan,Yes,Petrol,2.0,181155,4.0,Tiptronic,4x4,Left wheel,Black,8,14
28852,0,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3.0,70000,6.0,Tiptronic,4x4,Left wheel,Red,12,13
37897,765,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,148387,4.0,Automatic,Front,Left wheel,White,4,10
10036,0,MINI,Cooper,Coupe,Yes,Petrol,1.6,1200,4.0,Tiptronic,Front,Right-hand drive,Purple,2,19
17939,639,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,135804,4.0,Automatic,Front,Left wheel,Grey,4,11
157,919,BMW,X5,Jeep,Yes,Diesel,3.0,296395,6.0,Automatic,4x4,Left wheel,Grey,0,13
13736,911,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,112483,4.0,Automatic,Front,Left wheel,Silver,4,15
4704,934,MAZDA,Mazda 6,Sedan,Yes,Petrol,2.5,120342,4.0,Automatic,Front,Left wheel,White,12,10
800,0,SUZUKI,Swift,Sedan,No,Petrol,1.3,200000,4.0,Manual,Front,Right-hand drive,Grey,2,20
22197,609,HONDA,FIT,Hatchback,Yes,Petrol,1.3,70000,4.0,Automatic,Front,Left wheel,Silver,4,9
12858,843,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,217600,4.0,Automatic,Front,Left wheel,Blue,8,17
94,986,LEXUS,HS 250h,Sedan,Yes,Hybrid,2.4,224062,4.0,Automatic,Front,Left wheel,Black,12,15
8500,1268,HONDA,Fred,Minivan,No,Petrol,1.5,100000,4.0,Automatic,Front,Right-hand drive,Black,2,13
282,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,226814,4.0,Automatic,Front,Left wheel,Black,0,13
4547,0,OPEL,Vectra,Sedan,No,Petrol,1.6,157000,4.0,Manual,Front,Left wheel,Blue,0,29
8781,0,TOYOTA,Altezza,Sedan,No,Petrol,2.0,59000,6.0,Automatic,Rear,Right-hand drive,Blue,4,22
19444,1051,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,58000,4.0,Tiptronic,Front,Left wheel,Blue,0,9
27284,830,HONDA,FIT,Hatchback,No,Petrol,1.5,1500,4.0,Automatic,Front,Left wheel,Yellow,6,6
10349,0,NISSAN,Tiida,Sedan,No,Petrol,1.6,110000,4.0,Manual,Front,Left wheel,Beige,6,18
17249,706,KIA,Sportage,Jeep,Yes,Diesel,2.0,58499,4.0,Automatic,Front,Left wheel,Black,4,14
392,481,FORD,Fusion,Sedan,Yes,Hybrid,2.0,89758,4.0,Automatic,Front,Left wheel,White,0,8
5802,874,MITSUBISHI,Mirage,Hatchback,No,Petrol,1.0,40000,3.0,Automatic,Front,Right-hand drive,Blue,6,12
7840,0,MERCEDES-BENZ,Vito,Minivan,Yes,CNG,2.8,280000,6.0,Automatic,Rear,Right-hand drive,Grey,4,26
10349,0,BMW,X5,Jeep,Yes,CNG,3.0,250000,6.0,Tiptronic,4x4,Left wheel,Black,6,21
23521,0,MERCEDES-BENZ,C 320 CDI,Sedan,Yes,Diesel,3.0,215000,6.0,Tiptronic,4x4,Left wheel,Brown,8,18
1019,1018,BMW,535,Sedan,Yes,Petrol,3.0,0,6.0,Automatic,Rear,Left wheel,Black,12,14
37000,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,120804,4.0,Automatic,Front,Left wheel,Silver,4,11
4704,0,VAZ,2106,Sedan,No,CNG,1.3,1000,2.0,Manual,Front,Left wheel,Blue,0,39
29166,765,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,99200,4.0,Automatic,Front,Left wheel,Black,12,10
862,1292,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.0,70450,6.0,Automatic,4x4,Left wheel,Grey,10,9
7260,761,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,52584,4.0,Automatic,Front,Left wheel,White,4,15
18189,0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,174400,4.0,Automatic,Front,Left wheel,Grey,8,13
706,1399,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,172659,6.0,Automatic,4x4,Left wheel,White,12,15
862,1996,HONDA,Cr-v,Jeep,Yes,Petrol,2.4,278728,4.0,Automatic,4x4,Left wheel,White,12,23
19757,586,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,101000,4.0,Automatic,Front,Left wheel,Grey,12,13
15681,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,282994,4.0,Automatic,Front,Left wheel,Silver,4,9
220,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,214184,4.0,Automatic,Front,Left wheel,Black,12,11
33870,640,BMW,328,Sedan,Yes,Petrol,2.0,111000,4.0,Tiptronic,Rear,Left wheel,Black,12,12
25500,934,SUBARU,Forester,Jeep,Yes,Petrol,2.5,69000,4.0,Variator,4x4,Left wheel,Silver,12,10
10349,585,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,317000,4.0,Variator,Front,Left wheel,White,8,12
15681,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,290850,4.0,Automatic,Front,Left wheel,Silver,4,9
314,583,NISSAN,Juke,Jeep,Yes,Petrol,1.6,238995,4.0,Automatic,Front,Left wheel,Blue,0,14
14113,0,FORD,Focus,Sedan,Yes,Petrol,2.0,76800,4.0,Automatic,Front,Left wheel,Black,6,12
13485,585,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,17000,4.0,Automatic,Front,Left wheel,Black,4,12
7527,0,MERCEDES-BENZ,C 230,Coupe,Yes,Petrol,1.8,334000,4.0,Manual,Rear,Left wheel,Silver,6,23
32412,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,131957,4.0,Automatic,Front,Left wheel,White,4,11
12720,475,HYUNDAI,Accent,Sedan,Yes,Petrol,1.4,141000,4.0,Automatic,Front,Left wheel,White,4,13
7997,642,KIA,Optima,Sedan,Yes,Petrol,2.0,71172,4.0,Automatic,Front,Left wheel,White,4,13
39085,765,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,76550,4.0,Automatic,Front,Left wheel,Black,4,10
3293,645,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,224267,4.0,Automatic,Front,Left wheel,Silver,0,14
17405,761,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,217600,4.0,Automatic,Front,Left wheel,Grey,6,15
5018,1624,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,109139,6.0,Automatic,Rear,Left wheel,Black,12,16
28225,645,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8,24000,4.0,Tiptronic,Rear,Left wheel,Red,10,14
32929,584,MERCEDES-BENZ,C 250,Coupe,Yes,Petrol,1.8,67680,6.0,Tiptronic,Rear,Left wheel,Black,8,11
7527,0,OPEL,Astra,Hatchback,No,LPG,1.6,225000,4.0,Manual,Front,Left wheel,White,4,27
19676,642,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.0,194664,4.0,Automatic,Front,Left wheel,White,4,13
2666,382,FORD,Fusion,Sedan,Yes,Hybrid,2.0,100747,4.0,Automatic,Front,Left wheel,Green,0,10
706,503,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,160088,4.0,Automatic,Front,Left wheel,Red,12,13
33556,917,BMW,X5,Jeep,Yes,Petrol,3.0,119000,6.0,Tiptronic,4x4,Left wheel,Silver,12,12
18503,0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,116000,4.0,Variator,Front,Left wheel,Silver,7,15
862,333,FORD,Fusion,Sedan,Yes,Hybrid,2.0,186048,4.0,Automatic,Front,Left wheel,Black,0,11
14834,707,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,190000,4.0,Automatic,Front,Left wheel,Grey,4,14
6429,0,OPEL,Astra,Hatchback,No,Petrol,1.6,0,4.0,Manual,Front,Left wheel,Green,4,27
1254,639,AUDI,A4,Sedan,Yes,Petrol,2.0,42395,4.0,Automatic,4x4,Left wheel,Grey,0,11
12858,761,TOYOTA,Prius,Hatchback,No,Petrol,1.8,19500,4.0,Variator,Front,Left wheel,Blue,6,15
9879,1058,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.5,157211,6.0,Automatic,4x4,Left wheel,White,12,13
17092,1017,HYUNDAI,Elantra SE,Sedan,No,Petrol,2.0,33097,4.0,Automatic,Front,Left wheel,Red,8,8
9346,363,CHEVROLET,Spark,Hatchback,Yes,Petrol,1.0,73936,4.0,Automatic,Front,Left wheel,White,4,11
2195,1079,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,22816,4.0,Automatic,Front,Left wheel,Grey,12,7
41886,1091,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,104697,4.0,Automatic,Front,Left wheel,Silver,4,9
13000,1488,NISSAN,Note,Hatchback,No,Petrol,1.2,58000,3.0,Variator,Front,Right-hand drive,Blue,2,9
14426,0,MERCEDES-BENZ,E 270,Sedan,No,Diesel,2.7,215000,6.0,Tiptronic,Rear,Left wheel,Black,8,22
6523,687,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,36125,4.0,Automatic,Front,Left wheel,Blue,4,15
25716,0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,147745,4.0,Tiptronic,Front,Left wheel,Grey,12,13
24775,528,FORD,Escape Titanium,Jeep,Yes,Petrol,1.6,131000,4.0,Tiptronic,Front,Left wheel,White,12,11
15681,1055,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,140800,6.0,Automatic,4x4,Left wheel,Black,0,12
1725,1324,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,226198,6.0,Automatic,4x4,Left wheel,Green,12,15
5018,1399,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,167222,6.0,Automatic,4x4,Left wheel,Black,12,15
2038,934,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,0,4.0,Automatic,Front,Left wheel,Black,12,10
28059,640,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,52351,4.0,Automatic,Front,Left wheel,White,4,12
50,0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,150000,4.0,Automatic,Front,Left wheel,White,6,13
15624,528,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,164649,4.0,Automatic,Front,Left wheel,Grey,4,11
282,640,AUDI,A4,Sedan,Yes,Petrol,2.0,157584,4.0,Automatic,4x4,Left wheel,Black,0,12
30,0,HONDA,FIT,Hatchback,No,Petrol,1.3,0,4.0,Automatic,Front,Right-hand drive,Red,4,22
